Action shape: (1, 6), Values: [[-0.9599164724349976, 0.28028634190559387, -0.02880335971713066, -0.05505155771970749, 0.006251953542232513, 0.08142219483852386]]
Action shape: (1, 6), Values: [[-0.9248800873756409, 0.3802589774131775, -0.023852257058024406, -0.05038312077522278, 0.0011698286980390549, 0.07915669679641724]]
Action shape: (1, 6), Values: [[-0.9265166521072388, 0.37625381350517273, -0.023256756365299225, -0.04993249475955963, 0.0014048758894205093, 0.07820267975330353]]
Action shape: (1, 6), Values: [[-0.9265087246894836, 0.3762733042240143, -0.023257175460457802, -0.049932073801755905, 0.0014050602912902832, 0.07820510864257812]]
Action shape: (1, 6), Values: [[-0.9265114068984985, 0.3762667179107666, -0.023260891437530518, -0.04993507266044617, 0.0014041848480701447, 0.07820707559585571]]
Action shape: (1, 6), Values: [[-0.926511824131012, 0.3762657940387726, -0.02325829677283764, -0.04993300884962082, 0.001403825357556343, 0.07820610702037811]]
Action shape: (1, 6), Values: [[-0.9265247583389282, 0.37623366713523865, -0.023258958011865616, -0.04993574693799019, 0.0014039110392332077, 0.07820762693881989]]
Action shape: (1, 6), Values: [[-0.9290789365768433, 0.3698813319206238, -0.021887212991714478, -0.04850286617875099, 0.0010841507464647293, 0.07704710960388184]]
Action shape: (1, 6), Values: [[-0.9290663599967957, 0.3699132204055786, -0.02188701555132866, -0.04850335419178009, 0.0010853596031665802, 0.07704834640026093]]
Action shape: (1, 6), Values: [[-0.93285071849823, 0.36026304960250854, -0.021595172584056854, -0.048616278916597366, 0.001110471785068512, 0.07666042447090149]]
Action shape: (1, 6), Values: [[-0.9358608722686768, 0.3523697853088379, -0.02160223200917244, -0.04882337152957916, 0.0023521464318037033, 0.07635678350925446]]
Action shape: (1, 6), Values: [[-0.9358053207397461, 0.35251718759536743, -0.02162189781665802, -0.04893502593040466, 0.0026566032320261, 0.07662802934646606]]
Action shape: (1, 6), Values: [[-0.9358099699020386, 0.35250502824783325, -0.021621858701109886, -0.048933062702417374, 0.0026558227837085724, 0.07662375271320343]]
Action shape: (1, 6), Values: [[-0.9358144402503967, 0.35249292850494385, -0.021622810512781143, -0.048935793340206146, 0.0026565250009298325, 0.07662747800350189]]
Action shape: (1, 6), Values: [[-0.8411970138549805, 0.5407288074493408, -0.015965858474373817, -0.035250864923000336, 0.0189405158162117, 0.052096061408519745]]
Action shape: (1, 6), Values: [[-0.9599164724349976, 0.28028634190559387, -0.02880335971713066, -0.05505155771970749, 0.006251953542232513, 0.08142219483852386]]
Action shape: (1, 6), Values: [[-0.9248800873756409, 0.3802589774131775, -0.023852257058024406, -0.05038312077522278, 0.0011698286980390549, 0.07915669679641724]]
Action shape: (1, 6), Values: [[-0.9265166521072388, 0.37625381350517273, -0.023256756365299225, -0.04993249475955963, 0.0014048758894205093, 0.07820267975330353]]
Action shape: (1, 6), Values: [[-0.9265087246894836, 0.3762733042240143, -0.023257175460457802, -0.049932073801755905, 0.0014050602912902832, 0.07820510864257812]]
Action shape: (1, 6), Values: [[-0.9265114068984985, 0.3762667179107666, -0.023260891437530518, -0.04993507266044617, 0.0014041848480701447, 0.07820707559585571]]
Action shape: (1, 6), Values: [[-0.926511824131012, 0.3762657940387726, -0.02325829677283764, -0.04993300884962082, 0.001403825357556343, 0.07820610702037811]]
Action shape: (1, 6), Values: [[-0.9265247583389282, 0.37623366713523865, -0.023258958011865616, -0.04993574693799019, 0.0014039110392332077, 0.07820762693881989]]
Action shape: (1, 6), Values: [[-0.9290789365768433, 0.3698813319206238, -0.021887212991714478, -0.04850286617875099, 0.0010841507464647293, 0.07704710960388184]]
Action shape: (1, 6), Values: [[-0.9290663599967957, 0.3699132204055786, -0.02188701555132866, -0.04850335419178009, 0.0010853596031665802, 0.07704834640026093]]
Action shape: (1, 6), Values: [[-0.93285071849823, 0.36026304960250854, -0.021595172584056854, -0.048616278916597366, 0.001110471785068512, 0.07666042447090149]]
Action shape: (1, 6), Values: [[-0.9358608722686768, 0.3523697853088379, -0.02160223200917244, -0.04882337152957916, 0.0023521464318037033, 0.07635678350925446]]
Action shape: (1, 6), Values: [[-0.9358053207397461, 0.35251718759536743, -0.02162189781665802, -0.04893502593040466, 0.0026566032320261, 0.07662802934646606]]
Action shape: (1, 6), Values: [[-0.9358099699020386, 0.35250502824783325, -0.021621858701109886, -0.048933062702417374, 0.0026558227837085724, 0.07662375271320343]]
Action shape: (1, 6), Values: [[-0.9358144402503967, 0.35249292850494385, -0.021622810512781143, -0.048935793340206146, 0.0026565250009298325, 0.07662747800350189]]
Action shape: (1, 6), Values: [[-0.9357766509056091, 0.35259342193603516, -0.021537985652685165, -0.048785239458084106, 0.0029376912862062454, 0.07667353749275208]]
Action shape: (1, 6), Values: [[-0.9357565641403198, 0.35264673829078674, -0.02153894491493702, -0.04878366366028786, 0.0029370728880167007, 0.07667332887649536]]
Action shape: (1, 6), Values: [[-0.9357476830482483, 0.3526701331138611, -0.021538086235523224, -0.04877811297774315, 0.0029348470270633698, 0.07666774839162827]]
Action shape: (1, 6), Values: [[-0.9357554912567139, 0.35264936089515686, -0.02153830975294113, -0.048784054815769196, 0.0029379650950431824, 0.07667401432991028]]
Action shape: (1, 6), Values: [[-0.935783326625824, 0.3525756001472473, -0.021538039669394493, -0.048785123974084854, 0.002937307581305504, 0.07667205482721329]]
Action shape: (1, 6), Values: [[-0.9366170167922974, 0.35035502910614014, -0.02155141904950142, -0.0489097498357296, 0.0029375366866588593, 0.07684997469186783]]
Action shape: (1, 6), Values: [[-0.9358018040657043, 0.3525265157222748, -0.0215265154838562, -0.04908420890569687, 0.0033005326986312866, 0.0771874189376831]]
Action shape: (1, 6), Values: [[-0.9357923269271851, 0.35255178809165955, -0.021527675911784172, -0.049079421907663345, 0.0032975301146507263, 0.07718342542648315]]
Action shape: (1, 6), Values: [[-0.9357712268829346, 0.3526075780391693, -0.021527599543333054, -0.04907727614045143, 0.0032992325723171234, 0.07717962563037872]]
Action shape: (1, 6), Values: [[-0.9343611001968384, 0.3563275933265686, -0.021684754639863968, -0.049120694398880005, 0.0033281929790973663, 0.07713331282138824]]
Action shape: (1, 6), Values: [[-0.9350010752677917, 0.3546449542045593, -0.02148924395442009, -0.04911275580525398, 0.003497729077935219, 0.07707671821117401]]
Action shape: (1, 6), Values: [[-0.9349756836891174, 0.3547118008136749, -0.021489471197128296, -0.049115218222141266, 0.0035005174577236176, 0.07708047330379486]]
Action shape: (1, 6), Values: [[-0.9349707961082458, 0.3547247350215912, -0.021488366648554802, -0.04911254346370697, 0.003500627353787422, 0.07707575708627701]]
Action shape: (1, 6), Values: [[-0.9351015090942383, 0.3543799817562103, -0.021450305357575417, -0.049259036779403687, 0.003680836409330368, 0.07704246044158936]]
Action shape: (1, 6), Values: [[-0.9351024627685547, 0.35437753796577454, -0.021451188251376152, -0.0492597296833992, 0.003679772838950157, 0.07704392075538635]]
Action shape: (1, 6), Values: [[-0.9351149797439575, 0.35434457659721375, -0.021449360996484756, -0.04925934225320816, 0.0036814697086811066, 0.07704076170921326]]
Action shape: (1, 6), Values: [[-0.9351144433021545, 0.3543457090854645, -0.021449893712997437, -0.0492594949901104, 0.0036814194172620773, 0.0770404040813446]]
Action shape: (1, 6), Values: [[-0.8411970138549805, 0.5407288074493408, -0.015965858474373817, -0.035250864923000336, 0.0189405158162117, 0.052096061408519745]]
Action shape: (1, 6), Values: [[-0.9599164724349976, 0.28028634190559387, -0.02880335971713066, -0.05505155771970749, 0.006251953542232513, 0.08142219483852386]]
Action shape: (1, 6), Values: [[-0.9248800873756409, 0.3802589774131775, -0.023852257058024406, -0.05038312077522278, 0.0011698286980390549, 0.07915669679641724]]
Action shape: (1, 6), Values: [[-0.9265166521072388, 0.37625381350517273, -0.023256756365299225, -0.04993249475955963, 0.0014048758894205093, 0.07820267975330353]]
Action shape: (1, 6), Values: [[-0.9265087246894836, 0.3762733042240143, -0.023257175460457802, -0.049932073801755905, 0.0014050602912902832, 0.07820510864257812]]
Action shape: (1, 6), Values: [[-0.9265114068984985, 0.3762667179107666, -0.023260891437530518, -0.04993507266044617, 0.0014041848480701447, 0.07820707559585571]]
Action shape: (1, 6), Values: [[-0.926511824131012, 0.3762657940387726, -0.02325829677283764, -0.04993300884962082, 0.001403825357556343, 0.07820610702037811]]
Action shape: (1, 6), Values: [[-0.9265247583389282, 0.37623366713523865, -0.023258958011865616, -0.04993574693799019, 0.0014039110392332077, 0.07820762693881989]]
Action shape: (1, 6), Values: [[-0.9290789365768433, 0.3698813319206238, -0.021887212991714478, -0.04850286617875099, 0.0010841507464647293, 0.07704710960388184]]
Action shape: (1, 6), Values: [[-0.9290663599967957, 0.3699132204055786, -0.02188701555132866, -0.04850335419178009, 0.0010853596031665802, 0.07704834640026093]]
Action shape: (1, 6), Values: [[-0.93285071849823, 0.36026304960250854, -0.021595172584056854, -0.048616278916597366, 0.001110471785068512, 0.07666042447090149]]
Action shape: (1, 6), Values: [[-0.9358608722686768, 0.3523697853088379, -0.02160223200917244, -0.04882337152957916, 0.0023521464318037033, 0.07635678350925446]]
Action shape: (1, 6), Values: [[-0.9358053207397461, 0.35251718759536743, -0.02162189781665802, -0.04893502593040466, 0.0026566032320261, 0.07662802934646606]]
Action shape: (1, 6), Values: [[-0.9358099699020386, 0.35250502824783325, -0.021621858701109886, -0.048933062702417374, 0.0026558227837085724, 0.07662375271320343]]
Action shape: (1, 6), Values: [[-0.9358144402503967, 0.35249292850494385, -0.021622810512781143, -0.048935793340206146, 0.0026565250009298325, 0.07662747800350189]]
Action shape: (1, 6), Values: [[-0.9357766509056091, 0.35259342193603516, -0.021537985652685165, -0.048785239458084106, 0.0029376912862062454, 0.07667353749275208]]
Action shape: (1, 6), Values: [[-0.9357565641403198, 0.35264673829078674, -0.02153894491493702, -0.04878366366028786, 0.0029370728880167007, 0.07667332887649536]]
Action shape: (1, 6), Values: [[-0.9357476830482483, 0.3526701331138611, -0.021538086235523224, -0.04877811297774315, 0.0029348470270633698, 0.07666774839162827]]
Action shape: (1, 6), Values: [[-0.9357554912567139, 0.35264936089515686, -0.02153830975294113, -0.048784054815769196, 0.0029379650950431824, 0.07667401432991028]]
Action shape: (1, 6), Values: [[-0.935783326625824, 0.3525756001472473, -0.021538039669394493, -0.048785123974084854, 0.002937307581305504, 0.07667205482721329]]
Action shape: (1, 6), Values: [[-0.9366170167922974, 0.35035502910614014, -0.02155141904950142, -0.0489097498357296, 0.0029375366866588593, 0.07684997469186783]]
Action shape: (1, 6), Values: [[-0.9358018040657043, 0.3525265157222748, -0.0215265154838562, -0.04908420890569687, 0.0033005326986312866, 0.0771874189376831]]
Action shape: (1, 6), Values: [[-0.9357923269271851, 0.35255178809165955, -0.021527675911784172, -0.049079421907663345, 0.0032975301146507263, 0.07718342542648315]]
Action shape: (1, 6), Values: [[-0.9357712268829346, 0.3526075780391693, -0.021527599543333054, -0.04907727614045143, 0.0032992325723171234, 0.07717962563037872]]
Action shape: (1, 6), Values: [[-0.9343611001968384, 0.3563275933265686, -0.021684754639863968, -0.049120694398880005, 0.0033281929790973663, 0.07713331282138824]]
Action shape: (1, 6), Values: [[-0.9350010752677917, 0.3546449542045593, -0.02148924395442009, -0.04911275580525398, 0.003497729077935219, 0.07707671821117401]]
Action shape: (1, 6), Values: [[-0.9349756836891174, 0.3547118008136749, -0.021489471197128296, -0.049115218222141266, 0.0035005174577236176, 0.07708047330379486]]
Action shape: (1, 6), Values: [[-0.9349707961082458, 0.3547247350215912, -0.021488366648554802, -0.04911254346370697, 0.003500627353787422, 0.07707575708627701]]
Action shape: (1, 6), Values: [[-0.9351015090942383, 0.3543799817562103, -0.021450305357575417, -0.049259036779403687, 0.003680836409330368, 0.07704246044158936]]
Action shape: (1, 6), Values: [[-0.9351024627685547, 0.35437753796577454, -0.021451188251376152, -0.0492597296833992, 0.003679772838950157, 0.07704392075538635]]
Action shape: (1, 6), Values: [[-0.9351149797439575, 0.35434457659721375, -0.021449360996484756, -0.04925934225320816, 0.0036814697086811066, 0.07704076170921326]]
Action shape: (1, 6), Values: [[-0.9351144433021545, 0.3543457090854645, -0.021449893712997437, -0.0492594949901104, 0.0036814194172620773, 0.0770404040813446]]
Action shape: (1, 6), Values: [[-0.8411970138549805, 0.5407288074493408, -0.015965858474373817, -0.035250864923000336, 0.0189405158162117, 0.052096061408519745]]
Action shape: (1, 6), Values: [[-0.9599164724349976, 0.28028634190559387, -0.02880335971713066, -0.05505155771970749, 0.006251953542232513, 0.08142219483852386]]
Action shape: (1, 6), Values: [[-0.9248800873756409, 0.3802589774131775, -0.023852257058024406, -0.05038312077522278, 0.0011698286980390549, 0.07915669679641724]]
Action shape: (1, 6), Values: [[-0.9265166521072388, 0.37625381350517273, -0.023256756365299225, -0.04993249475955963, 0.0014048758894205093, 0.07820267975330353]]
Action shape: (1, 6), Values: [[-0.9265087246894836, 0.3762733042240143, -0.023257175460457802, -0.049932073801755905, 0.0014050602912902832, 0.07820510864257812]]
Action shape: (1, 6), Values: [[-0.9265114068984985, 0.3762667179107666, -0.023260891437530518, -0.04993507266044617, 0.0014041848480701447, 0.07820707559585571]]
Action shape: (1, 6), Values: [[-0.926511824131012, 0.3762657940387726, -0.02325829677283764, -0.04993300884962082, 0.001403825357556343, 0.07820610702037811]]
Action shape: (1, 6), Values: [[-0.9265247583389282, 0.37623366713523865, -0.023258958011865616, -0.04993574693799019, 0.0014039110392332077, 0.07820762693881989]]
Action shape: (1, 6), Values: [[-0.9290789365768433, 0.3698813319206238, -0.021887212991714478, -0.04850286617875099, 0.0010841507464647293, 0.07704710960388184]]
Action shape: (1, 6), Values: [[-0.9290663599967957, 0.3699132204055786, -0.02188701555132866, -0.04850335419178009, 0.0010853596031665802, 0.07704834640026093]]
Action shape: (1, 6), Values: [[-0.93285071849823, 0.36026304960250854, -0.021595172584056854, -0.048616278916597366, 0.001110471785068512, 0.07666042447090149]]
Action shape: (1, 6), Values: [[-0.8411970138549805, 0.5407288074493408, -0.015965858474373817, -0.035250864923000336, 0.0189405158162117, 0.052096061408519745]]
Action shape: (1, 6), Values: [[-0.9599164724349976, 0.28028634190559387, -0.02880335971713066, -0.05505155771970749, 0.006251953542232513, 0.08142219483852386]]
Action shape: (1, 6), Values: [[-0.9248800873756409, 0.3802589774131775, -0.023852257058024406, -0.05038312077522278, 0.0011698286980390549, 0.07915669679641724]]
Action shape: (1, 6), Values: [[-0.9265166521072388, 0.37625381350517273, -0.023256756365299225, -0.04993249475955963, 0.0014048758894205093, 0.07820267975330353]]
Action shape: (1, 6), Values: [[-0.9265087246894836, 0.3762733042240143, -0.023257175460457802, -0.049932073801755905, 0.0014050602912902832, 0.07820510864257812]]
Action shape: (1, 6), Values: [[-0.9265114068984985, 0.3762667179107666, -0.023260891437530518, -0.04993507266044617, 0.0014041848480701447, 0.07820707559585571]]
Action shape: (1, 6), Values: [[-0.926511824131012, 0.3762657940387726, -0.02325829677283764, -0.04993300884962082, 0.001403825357556343, 0.07820610702037811]]
Action shape: (1, 6), Values: [[-0.9265247583389282, 0.37623366713523865, -0.023258958011865616, -0.04993574693799019, 0.0014039110392332077, 0.07820762693881989]]
Action shape: (1, 6), Values: [[-0.9290789365768433, 0.3698813319206238, -0.021887212991714478, -0.04850286617875099, 0.0010841507464647293, 0.07704710960388184]]
Action shape: (1, 6), Values: [[-0.9290663599967957, 0.3699132204055786, -0.02188701555132866, -0.04850335419178009, 0.0010853596031665802, 0.07704834640026093]]
Action shape: (1, 6), Values: [[-0.93285071849823, 0.36026304960250854, -0.021595172584056854, -0.048616278916597366, 0.001110471785068512, 0.07666042447090149]]
Action shape: (1, 6), Values: [[-0.9358608722686768, 0.3523697853088379, -0.02160223200917244, -0.04882337152957916, 0.0023521464318037033, 0.07635678350925446]]
Action shape: (1, 6), Values: [[-0.9358053207397461, 0.35251718759536743, -0.02162189781665802, -0.04893502593040466, 0.0026566032320261, 0.07662802934646606]]
Action shape: (1, 6), Values: [[-0.9358099699020386, 0.35250502824783325, -0.021621858701109886, -0.048933062702417374, 0.0026558227837085724, 0.07662375271320343]]
Action shape: (1, 6), Values: [[-0.9358144402503967, 0.35249292850494385, -0.021622810512781143, -0.048935793340206146, 0.0026565250009298325, 0.07662747800350189]]
Action shape: (1, 6), Values: [[-0.9357766509056091, 0.35259342193603516, -0.021537985652685165, -0.048785239458084106, 0.0029376912862062454, 0.07667353749275208]]
Action shape: (1, 6), Values: [[-0.9357565641403198, 0.35264673829078674, -0.02153894491493702, -0.04878366366028786, 0.0029370728880167007, 0.07667332887649536]]
Action shape: (1, 6), Values: [[-0.9357476830482483, 0.3526701331138611, -0.021538086235523224, -0.04877811297774315, 0.0029348470270633698, 0.07666774839162827]]
Action shape: (1, 6), Values: [[-0.9357554912567139, 0.35264936089515686, -0.02153830975294113, -0.048784054815769196, 0.0029379650950431824, 0.07667401432991028]]
Action shape: (1, 6), Values: [[-0.935783326625824, 0.3525756001472473, -0.021538039669394493, -0.048785123974084854, 0.002937307581305504, 0.07667205482721329]]
Action shape: (1, 6), Values: [[-0.9366170167922974, 0.35035502910614014, -0.02155141904950142, -0.0489097498357296, 0.0029375366866588593, 0.07684997469186783]]
Action shape: (1, 6), Values: [[-0.9358018040657043, 0.3525265157222748, -0.0215265154838562, -0.04908420890569687, 0.0033005326986312866, 0.0771874189376831]]
Action shape: (1, 6), Values: [[-0.9357923269271851, 0.35255178809165955, -0.021527675911784172, -0.049079421907663345, 0.0032975301146507263, 0.07718342542648315]]
Action shape: (1, 6), Values: [[-0.9357712268829346, 0.3526075780391693, -0.021527599543333054, -0.04907727614045143, 0.0032992325723171234, 0.07717962563037872]]
Action shape: (1, 6), Values: [[-0.9343611001968384, 0.3563275933265686, -0.021684754639863968, -0.049120694398880005, 0.0033281929790973663, 0.07713331282138824]]
Action shape: (1, 6), Values: [[-0.9350010752677917, 0.3546449542045593, -0.02148924395442009, -0.04911275580525398, 0.003497729077935219, 0.07707671821117401]]
Action shape: (1, 6), Values: [[-0.9349756836891174, 0.3547118008136749, -0.021489471197128296, -0.049115218222141266, 0.0035005174577236176, 0.07708047330379486]]
Action shape: (1, 6), Values: [[-0.9349707961082458, 0.3547247350215912, -0.021488366648554802, -0.04911254346370697, 0.003500627353787422, 0.07707575708627701]]
Action shape: (1, 6), Values: [[-0.9351015090942383, 0.3543799817562103, -0.021450305357575417, -0.049259036779403687, 0.003680836409330368, 0.07704246044158936]]
Action shape: (1, 6), Values: [[-0.9351024627685547, 0.35437753796577454, -0.021451188251376152, -0.0492597296833992, 0.003679772838950157, 0.07704392075538635]]
Action shape: (1, 6), Values: [[-0.9351149797439575, 0.35434457659721375, -0.021449360996484756, -0.04925934225320816, 0.0036814697086811066, 0.07704076170921326]]
Action shape: (1, 6), Values: [[-0.9351144433021545, 0.3543457090854645, -0.021449893712997437, -0.0492594949901104, 0.0036814194172620773, 0.0770404040813446]]
Action shape: (1, 6), Values: [[-0.7943946719169617, 0.6074019074440002, -0.02614891529083252, -0.0419062115252018, 0.012282950803637505, 0.040681928396224976]]
Action shape: (1, 6), Values: [[-0.8557201027870178, 0.5174391269683838, -0.02557709440588951, -0.04532943293452263, 0.014008229598402977, 0.059081703424453735]]
Action shape: (1, 6), Values: [[-0.8698531985282898, 0.4933106005191803, -0.0257793627679348, -0.04509782791137695, 0.007816137745976448, 0.06207704171538353]]
Action shape: (1, 6), Values: [[-0.7634857892990112, 0.6458245515823364, -0.025069762021303177, -0.04389485716819763, 0.0017222752794623375, 0.05981753021478653]]
Action shape: (1, 6), Values: [[-0.560065507888794, 0.8284483551979065, -0.023182708770036697, -0.04436454176902771, -0.0017717620357871056, 0.056979771703481674]]
Action shape: (1, 6), Values: [[-0.4544246196746826, 0.8907851576805115, -0.022501744329929352, -0.04067236930131912, -0.00222169142216444, 0.04702950268983841]]
Action shape: (1, 6), Values: [[-0.23731151223182678, 0.9714335799217224, -0.021683629602193832, -0.040301378816366196, -0.0036888346076011658, 0.0427841879427433]]
Action shape: (1, 6), Values: [[0.20055148005485535, 0.9796831607818604, -0.01950192078948021, -0.03990553319454193, -0.0059851398691535, 0.03978028893470764]]
Action shape: (1, 6), Values: [[-0.004910485353320837, 0.9999879002571106, -0.018236739560961723, -0.03714252635836601, -0.005113360472023487, 0.03790336102247238]]
Action shape: (1, 6), Values: [[0.2578139007091522, 0.9661945700645447, -0.016938863322138786, -0.03453570231795311, -0.006991345435380936, 0.035374004393815994]]
Action shape: (1, 6), Values: [[0.7489927411079407, 0.6625782251358032, -0.01489134319126606, -0.03724329546093941, -0.009899653494358063, 0.02962905913591385]]
Action shape: (1, 6), Values: [[0.8170462846755981, 0.576572060585022, -0.016073230654001236, -0.037487827241420746, -0.013028537854552269, 0.030858997255563736]]
Action shape: (1, 6), Values: [[0.8577274084091187, 0.5141047835350037, -0.013376342132687569, -0.042917609214782715, -0.01621958799660206, 0.029749061912298203]]
